report_id,report_type,timestamp,location,department,equipment,raw_text,cleaned_text,metadata,sif_label,hazard_category,severity,immediate_action,intervention,corrective_action,preventive_action,work_stopped
b16dbb5a-b85b-42a4-93f2-afb92f986465,Unsafe Condition,,Offshore Platform 1,,Pump,Trip hazard due to loose cables near Pump. Cables were immediately organized.,Trip hazard due to loose cables near Pump. Cables were immediately organized.,{},NO,Pressure,MEDIUM,reported to supervisor,,replaced equipment,,True
386402af-e298-412a-a0f5-ac355373335e,Unsafe Condition,,Refinery Sector 4,,Heat Exchanger,Trip hazard due to loose cables near Heat Exchanger. Cables were immediately organized.,Trip hazard due to loose cables near Heat Exchanger. Cables were immediately organized.,{},NO,Confined Space,LOW,,supervisor intervened,,,True
dee5bc57-5c72-4a09-9cb0-23447b873030,Unsafe Act,,Unit A,,Valve,Worker observed not wearing safety glasses at Unit A.,Worker observed not wearing safety glasses at Unit A.,{},NO,Working at Height,MEDIUM,reported to supervisor,supervisor intervened,replaced equipment,,False
dfc09c60-de31-4c67-8460-c87b5a366bda,Unsafe Condition,,Refinery Sector 4,,Electrical Panel,Trip hazard due to loose cables near Electrical Panel. Cables were immediately organized.,Trip hazard due to loose cables near Electrical Panel. Cables were immediately organized.,{},NO,Pressure,LOW,reported to supervisor,supervisor intervened,replaced equipment,retrained staff,True
c23ef94a-f68c-403c-a79a-76d51b1e7ace,Unsafe Act,,Offshore Platform 1,,Valve,Trip hazard due to loose cables near Valve. Cables were immediately organized.,Trip hazard due to loose cables near Valve. Cables were immediately organized.,{},NO,Energy Isolation,LOW,,,cleaned up,,False
a623261d-6ee7-4e16-9e3b-0cf6feac91af,Unsafe Act,,Unit A,,Valve,Worker observed not wearing safety glasses at Unit A.,Worker observed not wearing safety glasses at Unit A.,{},NO,Electrical,LOW,,supervisor intervened,,retrained staff,False
19237831-b8d2-4aec-800e-e0f61b881d66,Unsafe Condition,,Refinery Sector 4,,Compressor,Worker used incorrect gloves for manual handling task. Supervisor corrected the action.,Worker used incorrect gloves for manual handling task. Supervisor corrected the action.,{},NO,Slips/Trips,LOW,reported to supervisor,supervisor intervened,,retrained staff,
7e5e453b-a72a-451e-8b57-81b4d238689f,Unsafe Act,,Unit B,,Compressor,Worker observed not wearing safety glasses at Unit B.,Worker observed not wearing safety glasses at Unit B.,{},NO,Working at Height,LOW,,supervisor intervened,,updated procedures,True
20e75fa6-70a8-4c47-9f76-aa563e71ddd6,Unsafe Condition,,Offshore Platform 1,,Heat Exchanger,Worker used incorrect gloves for manual handling task. Supervisor corrected the action.,Worker used incorrect gloves for manual handling task. Supervisor corrected the action.,{},NO,Pressure,LOW,reported to supervisor,,cleaned up,retrained staff,
4f97e80b-f6f3-47d2-8301-489d7ccfef91,Unsafe Condition,,Offshore Platform 1,,Valve,Trip hazard due to loose cables near Valve. Cables were immediately organized.,Trip hazard due to loose cables near Valve. Cables were immediately organized.,{},NO,Electrical,LOW,reported to supervisor,,replaced equipment,updated procedures,False
854f4f83-d9c8-43bb-9c28-e93ff78a6ca5,Unsafe Condition,,Unit A,,Heat Exchanger,Trip hazard due to loose cables near Heat Exchanger. Cables were immediately organized.,Trip hazard due to loose cables near Heat Exchanger. Cables were immediately organized.,{},NO,Pressure,MEDIUM,reported to supervisor,supervisor intervened,,retrained staff,False
277f4ddb-0958-48f5-81a7-c088c9ef93fa,Unsafe Act,,Unit A,,Electrical Panel,Worker observed not wearing safety glasses at Unit A.,Worker observed not wearing safety glasses at Unit A.,{},NO,Confined Space,MEDIUM,reported to supervisor,,replaced equipment,,
b5b989f8-78c5-41c1-8ebd-45f9941096f1,Unsafe Act,,Unit B,,Heat Exchanger,Small oil spill near Heat Exchanger at Unit B. Cleaned up promptly.,Small oil spill near Heat Exchanger at Unit B. Cleaned up promptly.,{},NO,Energy Isolation,LOW,reported to supervisor,colleague intervened,replaced equipment,retrained staff,False
f5c48410-f7ec-463b-ab52-cf641c9f2e80,Unsafe Act,,Offshore Platform 1,,Compressor,Worker observed not wearing safety glasses at Offshore Platform 1.,Worker observed not wearing safety glasses at Offshore Platform 1.,{},NO,Working at Height,LOW,,,cleaned up,,False
997ad1fd-5fd2-4dd7-9778-60792cbdf3db,Unsafe Act,,Unit A,,Valve,Line opened with residual pressure on the Valve. High-energy release narrowly missed the operator.,Line opened with residual pressure on the Valve. High-energy release narrowly missed the operator.,{},YES,Confined Space,CRITICAL,stopped work,supervisor intervened,replaced equipment,updated procedures,
c5ae8b9e-c086-41b8-9671-50c1dcd10ccd,Unsafe Act,,Unit B,,Electrical Panel,Worker used incorrect gloves for manual handling task. Supervisor corrected the action.,Worker used incorrect gloves for manual handling task. Supervisor corrected the action.,{},NO,Manual Handling,MEDIUM,reported to supervisor,supervisor intervened,cleaned up,updated procedures,False
51361619-bdaa-4760-afb8-75c27c5dcdd7,Unsafe Act,,Refinery Sector 4,,Valve,Trip hazard due to loose cables near Valve. Cables were immediately organized.,Trip hazard due to loose cables near Valve. Cables were immediately organized.,{},NO,Slips/Trips,MEDIUM,reported to supervisor,,cleaned up,retrained staff,False
bcdce123-8dc0-4273-afbf-75d2faa23de2,Unsafe Act,,Unit B,,Electrical Panel,Small oil spill near Electrical Panel at Unit B. Cleaned up promptly.,Small oil spill near Electrical Panel at Unit B. Cleaned up promptly.,{},NO,Manual Handling,LOW,stopped work,,replaced equipment,updated procedures,False
6db0498e-567d-4616-b6dc-61e700172d1f,Unsafe Condition,,Unit B,,Electrical Panel,Worker observed not wearing safety glasses at Unit B.,Worker observed not wearing safety glasses at Unit B.,{},NO,Energy Isolation,MEDIUM,reported to supervisor,,,retrained staff,False
be6ab64c-8084-49e6-b4e7-c6d176a24044,Unsafe Condition,,Unit B,,Pump,Trip hazard due to loose cables near Pump. Cables were immediately organized.,Trip hazard due to loose cables near Pump. Cables were immediately organized.,{},NO,Manual Handling,LOW,stopped work,supervisor intervened,,retrained staff,True
4e38d86b-92d6-4341-82ff-851bead2c0e8,Unsafe Condition,,Unit A,,Valve,Worker observed not wearing safety glasses at Unit A.,Worker observed not wearing safety glasses at Unit A.,{},NO,Energy Isolation,LOW,stopped work,colleague intervened,,,
4e6fb7f5-8c4d-45e9-a289-61435b160363,Unsafe Act,,Unit B,,Heat Exchanger,Worker used incorrect gloves for manual handling task. Supervisor corrected the action.,Worker used incorrect gloves for manual handling task. Supervisor corrected the action.,{},NO,Working at Height,LOW,reported to supervisor,colleague intervened,cleaned up,retrained staff,False
720e9b9d-80e5-425e-8ed2-d3baa61fce21,Unsafe Condition,,Unit B,,Pump,Worker observed not wearing safety glasses at Unit B.,Worker observed not wearing safety glasses at Unit B.,{},NO,Electrical,LOW,stopped work,supervisor intervened,replaced equipment,retrained staff,True
b65282cf-56ee-48ce-b040-bbf7410cfb36,Unsafe Act,,Offshore Platform 1,,Pump,Trip hazard due to loose cables near Pump. Cables were immediately organized.,Trip hazard due to loose cables near Pump. Cables were immediately organized.,{},NO,Energy Isolation,MEDIUM,,supervisor intervened,cleaned up,updated procedures,True
dec9fb6b-071c-4fe7-8a52-18c15214a776,Unsafe Act,,Offshore Platform 1,,Electrical Panel,Worker used incorrect gloves for manual handling task. Supervisor corrected the action.,Worker used incorrect gloves for manual handling task. Supervisor corrected the action.,{},NO,Slips/Trips,MEDIUM,stopped work,supervisor intervened,cleaned up,updated procedures,True
2746a9ac-eb9e-4537-a2c9-61b3ba17b198,Unsafe Condition,,Refinery Sector 4,,Compressor,Worker observed not wearing safety glasses at Refinery Sector 4.,Worker observed not wearing safety glasses at Refinery Sector 4.,{},NO,Manual Handling,LOW,,supervisor intervened,,retrained staff,True
2d99848b-1545-4b73-9eb9-ed40110c7d2a,Unsafe Act,,Refinery Sector 4,,Valve,Trip hazard due to loose cables near Valve. Cables were immediately organized.,Trip hazard due to loose cables near Valve. Cables were immediately organized.,{},NO,Pressure,LOW,,supervisor intervened,replaced equipment,updated procedures,False
0617487d-198c-479f-b737-0ac1d99632da,Near Miss,,Unit B,,Heat Exchanger,Line opened with residual pressure on the Heat Exchanger. High-energy release narrowly missed the operator.,Line opened with residual pressure on the Heat Exchanger. High-energy release narrowly missed the operator.,{},YES,Confined Space,CRITICAL,,,replaced equipment,updated procedures,
06d03492-16cf-4aec-90ec-a13ce690a7ff,Unsafe Act,,Unit A,,Electrical Panel,Worker observed not wearing safety glasses at Unit A.,Worker observed not wearing safety glasses at Unit A.,{},NO,Pressure,MEDIUM,stopped work,colleague intervened,replaced equipment,retrained staff,False
433789bf-7bf2-48a8-8202-8838fe8af754,Unsafe Act,,Refinery Sector 4,,Compressor,Line opened with residual pressure on the Compressor. High-energy release narrowly missed the operator.,Line opened with residual pressure on the Compressor. High-energy release narrowly missed the operator.,{},YES,Energy Isolation,HIGH,stopped work,supervisor intervened,replaced equipment,updated procedures,False
c466c34e-1099-4cdf-b47b-443f807ffa28,Unsafe Condition,,Unit B,,Heat Exchanger,Small oil spill near Heat Exchanger at Unit B. Cleaned up promptly.,Small oil spill near Heat Exchanger at Unit B. Cleaned up promptly.,{},NO,Pressure,MEDIUM,stopped work,supervisor intervened,replaced equipment,updated procedures,
a34a0b75-ea7a-43ca-ae62-69bf568568cf,Unsafe Condition,,Refinery Sector 4,,Heat Exchanger,Worker observed not wearing safety glasses at Refinery Sector 4.,Worker observed not wearing safety glasses at Refinery Sector 4.,{},NO,Confined Space,LOW,stopped work,supervisor intervened,,updated procedures,
5b4e14d1-cf75-4feb-91d4-cf8c239163fe,Unsafe Condition,,Offshore Platform 1,,Valve,Trip hazard due to loose cables near Valve. Cables were immediately organized.,Trip hazard due to loose cables near Valve. Cables were immediately organized.,{},NO,Energy Isolation,LOW,,colleague intervened,cleaned up,updated procedures,True
01932eb3-749c-4e27-b6dc-c684a6f3a778,Unsafe Act,,Unit A,,Heat Exchanger,Worker observed not wearing safety glasses at Unit A.,Worker observed not wearing safety glasses at Unit A.,{},NO,Working at Height,MEDIUM,,supervisor intervened,cleaned up,updated procedures,True
9c2e8bac-a799-484c-bb5a-0ae7ba851a2b,Unsafe Condition,,Unit B,,Compressor,Small oil spill near Compressor at Unit B. Cleaned up promptly.,Small oil spill near Compressor at Unit B. Cleaned up promptly.,{},NO,Working at Height,MEDIUM,stopped work,supervisor intervened,replaced equipment,,True
1c002e55-80e2-4a58-9c96-57243e13a450,Unsafe Act,,Unit A,,Valve,Worker observed not wearing safety glasses at Unit A.,Worker observed not wearing safety glasses at Unit A.,{},NO,Energy Isolation,MEDIUM,,colleague intervened,cleaned up,,True
cf346187-1225-40b2-8cfe-0a39643ebdfe,Unsafe Condition,,Refinery Sector 4,,Heat Exchanger,Worker used incorrect gloves for manual handling task. Supervisor corrected the action.,Worker used incorrect gloves for manual handling task. Supervisor corrected the action.,{},NO,Manual Handling,MEDIUM,,,replaced equipment,updated procedures,
f73e8c9f-0dc9-4fbd-b526-92456a688b15,Unsafe Act,,Offshore Platform 1,,Compressor,Worker observed not wearing safety glasses at Offshore Platform 1.,Worker observed not wearing safety glasses at Offshore Platform 1.,{},NO,Electrical,LOW,,,replaced equipment,updated procedures,True
9b297b07-1af5-40a0-bd2c-b258bac030f2,Unsafe Act,,Unit B,,Valve,Small oil spill near Valve at Unit B. Cleaned up promptly.,Small oil spill near Valve at Unit B. Cleaned up promptly.,{},NO,Working at Height,LOW,reported to supervisor,supervisor intervened,cleaned up,retrained staff,
25098b53-ebca-49a0-bed4-d353a135360c,Unsafe Condition,,Refinery Sector 4,,Valve,Small oil spill near Valve at Refinery Sector 4. Cleaned up promptly.,Small oil spill near Valve at Refinery Sector 4. Cleaned up promptly.,{},NO,Energy Isolation,MEDIUM,reported to supervisor,supervisor intervened,replaced equipment,,False
68aec9da-c5dd-435c-beeb-2206edc573df,Unsafe Condition,,Refinery Sector 4,,Valve,Worker used incorrect gloves for manual handling task. Supervisor corrected the action.,Worker used incorrect gloves for manual handling task. Supervisor corrected the action.,{},NO,Manual Handling,LOW,stopped work,supervisor intervened,,updated procedures,False
11eda648-874f-4778-ad54-b4bcc63478bc,Unsafe Act,,Refinery Sector 4,,Compressor,Worker observed not wearing safety glasses at Refinery Sector 4.,Worker observed not wearing safety glasses at Refinery Sector 4.,{},NO,Electrical,MEDIUM,reported to supervisor,,replaced equipment,,False
657fa7f9-d657-4f68-a9f2-fb14aecb9cc7,Unsafe Act,,Offshore Platform 1,,Compressor,Worker used incorrect gloves for manual handling task. Supervisor corrected the action.,Worker used incorrect gloves for manual handling task. Supervisor corrected the action.,{},NO,Energy Isolation,LOW,reported to supervisor,supervisor intervened,,retrained staff,
f63effc1-c549-417a-bf53-b100d2656863,Near Miss,,Unit A,,Pump,Worker entered the confined space at Unit A without conducting a gas test. No standby person was present.,Worker entered the confined space at Unit A without conducting a gas test. No standby person was present.,{},YES,Pressure,CRITICAL,reported to supervisor,colleague intervened,,,False
19eb07d5-dd47-4b87-b2dc-700402089ef3,Unsafe Act,,Unit A,,Compressor,Worker observed not wearing safety glasses at Unit A.,Worker observed not wearing safety glasses at Unit A.,{},NO,Manual Handling,LOW,stopped work,,cleaned up,,True
bf0d5bd9-922d-449d-be23-4955a7b96f54,Unsafe Condition,,Offshore Platform 1,,Pump,<div><p>Worker used incorrect gloves for manual handling task. Supervisor corrected the action.</p></div>,Worker used incorrect gloves for manual handling task. Supervisor corrected the action.,{},NO,Pressure,MEDIUM,,,cleaned up,updated procedures,
75876445-841c-4b21-bee7-5aa1baeef4d3,Unsafe Act,,Offshore Platform 1,,Heat Exchanger,Worker observed not wearing safety glasses at Offshore Platform 1.,Worker observed not wearing safety glasses at Offshore Platform 1.,{},NO,Pressure,LOW,,,replaced equipment,updated procedures,
c1085d64-37b8-467b-8209-869810fbfd66,Unsafe Act,,Refinery Sector 4,,Heat Exchanger,Worker observed not wearing safety glasses at Refinery Sector 4.,Worker observed not wearing safety glasses at Refinery Sector 4.,{},NO,Manual Handling,LOW,,supervisor intervened,cleaned up,updated procedures,False
a87f8e40-dab8-4aab-8377-f6291b0c3b99,Unsafe Condition,,Unit B,,Valve,Worker used incorrect gloves for manual handling task. Supervisor corrected the action.,Worker used incorrect gloves for manual handling task. Supervisor corrected the action.,{},NO,Electrical,LOW,,supervisor intervened,,updated procedures,
82298484-5c8a-4b58-9cdd-f5fa6e76888c,Unsafe Condition,,Refinery Sector 4,,Pump,Trip hazard due to loose cables near Pump. Cables were immediately organized.,Trip hazard due to loose cables near Pump. Cables were immediately organized.,{},NO,Slips/Trips,LOW,stopped work,,replaced equipment,retrained staff,
6251f1e2-1d91-44a2-a896-75f11ed95d83,Unsafe Condition,,Refinery Sector 4,,Valve,Worker observed not wearing safety glasses at Refinery Sector 4.,Worker observed not wearing safety glasses at Refinery Sector 4.,{},NO,Confined Space,LOW,reported to supervisor,colleague intervened,,updated procedures,False
c1ced60e-e77f-4d7c-94d7-2e09a12434ac,Unsafe Act,,Unit A,,Electrical Panel,Small oil spill near Electrical Panel at Unit A. Cleaned up promptly.,Small oil spill near Electrical Panel at Unit A. Cleaned up promptly.,{},NO,Manual Handling,MEDIUM,stopped work,,cleaned up,retrained staff,False
